ticker,company_name,exchange,sector_detail,industry_group,year,quarter,absolute_quarter,current_market_cap,avg_volume_3m,current_shares_outstanding,quarter_market_cap,quarter_shares_outstanding,qmj_profitability,qmj_growth,qmj_safety,qmj_score,qmj_rank,z_value_historical,z_momentum_historical,value_raw_score,momentum_raw_score,value_recent_score,momentum_recent_score,z_value_recent,z_momentum_recent,gold_updated_at,gold_invocation_id
HGM,,,,,2023,3,8095,,,,590075640000.0000,11920720.0000,1.356,1.719,1.498,1.718,1,-1.433,-0.071,0.2830000000000000,-0.036000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IMP,Công ty Cổ phần Dược phẩm Imexpharm,HSX,Dược phẩm,Y tế,2023,3,8095,7446333312700.0,47998.0,154008962.0,4533666760000.0000,66671570.0000,1.247,1.453,1.721,1.699,2,-1.091,0.842,0.4350000000000000,0.108000000000000000,0.269,0.254000000000000000,-1.413,0.805,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BMP,Công ty Cổ phần Nhựa Bình Minh,HSX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2023,3,8095,12033557886000.0,209398.0,81860938.0,7040040668000.0000,81860938.0000,1.6,1.529,1.276,1.68,3,-1.17,1.622,0.4120000000000000,0.551000000000000000,0.27,-0.066000000000000000,-1.401,-0.712,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
LBM,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,HSX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2023,3,8095,1485000000000.0,26230.0,50000000.0,994000000000.0000,20000000.0000,1.207,1.548,1.513,1.661,4,-0.67,1.325,0.5730000000000000,0.233000000000000000,0.419,0.092000000000000000,-1.008,0.372,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CDN,Công ty Cổ phần Cảng Đà Nẵng,HNX,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2023,3,8095,2999700000000.0,13128.0,99000000.0,2623500000000.0000,99000000.0000,1.464,1.339,1.454,1.642,5,-0.473,0.247,0.6300000000000000,0.004000000000000000,0.692,-0.007000000000000000,-0.197,-0.268,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,HSX,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2023,3,8095,2472661674000.0,15532.0,26165732.0,2313050708800.0000,26165732.0000,1.708,0.865,1.662,1.623,6,-1.591,0.124,0.2060000000000000,-0.006000000000000000,0.299,-0.121000000000000000,-1.294,-1.022,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
FPT,Công ty Cổ phần FPT,HSX,Phần mềm,Công nghệ Thông tin,2023,3,8095,125037422681400.0,12062310.0,1703507121.0,117853111600000.0000,1269968875.0000,1.573,1.624,1.024,1.604,7,-1.643,1.397,0.1920000000000000,0.255000000000000000,0.274,-0.336000000000000000,-1.389,-1.611,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,HSX,Phân phối hàng chuyên dụng,Bán lẻ,2023,3,8095,3136500000000.0,11972.0,45000000.0,2605500000000.0000,45000000.0000,1.41,1.662,1.142,1.585,8,-1.683,0.565,0.1610000000000000,0.059000000000000000,0.187,0.273000000000000000,-1.556,0.878,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TLG,Công ty Cổ phần Tập đoàn Thiên Long,HSX,Đồ gia dụng một lần,Hàng cá nhân & Gia dụng,2023,3,8095,4836069834000.0,248232.0,96528340.0,4309812696200.0000,77794453.0000,1.586,1.206,1.395,1.566,9,-0.999,0.688,0.4670000000000000,0.070000000000000000,0.525,0.005000000000000000,-0.698,-0.206,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,HSX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2023,3,8095,20242189412900.0,5129023.0,379778413.0,35509281615500.0000,379778413.0000,1.437,1.7,0.949,1.547,10,-1.394,1.089,0.3020000000000000,0.153000000000000000,0.747,-0.400000000000000000,0.018,-1.641,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MCH,Công ty Cổ phần Hàng Tiêu Dùng MaSan,HSX,Thực phẩm,Thực phẩm và đồ uống,2023,3,8095,180577304199000.0,345684.0,1294460962.0,54457533316000.0000,716546491.0000,1.274,1.377,1.335,1.528,11,-1.117,-0.81,0.4280000000000000,-0.145000000000000000,0.099,0.202000000000000000,-1.699,0.651,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DCM,Công ty Cổ phần - Tổng Công ty Phân bón Dầu Khí Cà Mau,HSX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2023,3,8095,22049510000000.0,5741735.0,529400000.0,17337850000000.0000,529400000.0000,1.396,1.605,0.935,1.509,12,-0.5,-0.215,0.6220000000000000,-0.057000000000000000,0.45,0.568000000000000000,-0.924,1.363,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,HSX,Hàng không,Du lịch và Giải trí,2023,3,8095,5379456951400.0,255693.0,102076982.0,6370594785000.0000,94379182.0000,1.722,0.485,1.676,1.49,13,-1.525,-0.523,0.2450000000000000,-0.091000000000000000,0.281,-0.107000000000000000,-1.342,-0.929,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,HNX,Xây dựng,Xây dựng và Vật liệu,2023,3,8095,1385280000000.0,19837.0,14400000.0,784800000000.0000,14400000.0000,1.044,1.244,1.365,1.471,14,-0.776,-0.79,0.5310000000000000,-0.134000000000000000,0.396,0.326000000000000000,-1.079,1.022,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CAP,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái,HNX,Sản xuất giấy,Tài nguyên Cơ bản,2023,3,8095,703945386500.0,34698.0,15269965.0,790159512000.0000,10052920.0000,0.678,1.32,1.632,1.452,15,-1.472,-0.615,0.2610000000000000,-0.112000000000000000,0.284,0.346000000000000000,-1.33,1.064,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,HSX,Dịch vụ vận tải,Hàng & Dịch vụ Công nghiệp,2023,3,8095,1020863058600.0,31679.0,30158436.0,1182210691200.0000,30158436.0000,1.234,0.884,1.424,1.433,16,-0.986,0.811,0.4720000000000000,0.104000000000000000,0.678,-0.006000000000000000,-0.233,-0.258,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VNS,Công ty Cổ phần Ánh Dương Việt Nam,HSX,Vận tải hành khách & Du lịch,Du lịch và Giải trí,2023,3,8095,540159168320.0,19210.0,67859192.0,1045031556800.0000,67859192.0000,1.546,1.586,0.341,1.414,17,1.117,-0.513,1.3710000000000000,-0.090000000000000000,2.061,-0.185000000000000000,1.592,-1.28,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,HSX,Vận tải Thủy,Hàng & Dịch vụ Công nghiệp,2023,3,8095,794262915600.0,371520.0,68470941.0,804533556750.0000,68470941.0000,1.18,1.282,0.979,1.395,18,1.354,1.653,1.6450000000000000,0.645000000000000000,1.59,-0.055000000000000000,1.365,-0.568,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
QNS,Công ty Cổ phần Đường Quảng Ngãi,UPCOM,Thực phẩm,Thực phẩm và đồ uống,2023,3,8095,16250048362600.0,135869.0,367648153.0,17561445786000.0000,356939955.0000,0.854,1.092,1.484,1.376,19,-1.131,0.853,0.4260000000000000,0.109000000000000000,0.61,0.058000000000000000,-0.447,0.165,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TRA,Công ty Cổ phần Traphaco,HSX,Dược phẩm,Y tế,2023,3,8095,3166821256000.0,15316.0,41450540.0,3502570630000.0000,41450540.0000,1.071,0.751,1.602,1.357,20,-1.223,-0.646,0.3710000000000000,-0.116000000000000000,0.543,-0.104000000000000000,-0.662,-0.898,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
FOX,Công ty Cổ phần Viễn thông FPT,UPCOM,Viễn thông cố định,Viễn thông,2023,3,8095,60209222234500.0,449664.0,738763463.0,22294254630200.0000,328339538.0000,1.559,1.396,0.356,1.338,21,-1.249,0.216,0.3520000000000000,0.003000000000000000,0.18,-0.115000000000000000,-1.568,-0.981,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CLL,,,,,2023,3,8095,,,,1232500000000.0000,34000000.0000,1.654,-0.104,1.706,1.319,22,-0.723,1.191,0.5360000000000000,0.195000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,HSX,Hàng cá nhân,Hàng cá nhân & Gia dụng,2023,3,8095,35820656200000.0,1938332.0,511723660.0,25846370765200.0000,327999629.0000,0.475,1.263,1.469,1.3,23,-1.236,-1.344,0.3560000000000000,-0.273000000000000000,0.354,0.525000000000000000,-1.139,1.301,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,HSX,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2023,3,8095,1718477718300.0,12833.0,33498591.0,2343998010900.0000,33533591.0000,1.139,0.694,1.32,1.281,24,-1.209,0.575,0.3730000000000000,0.059000000000000000,0.682,-0.266000000000000000,-0.209,-1.456,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,UPCOM,Vận tải Thủy,Hàng & Dịch vụ Công nghiệp,2023,3,8095,1811700000000.0,23038.0,67100000.0,1596980000000.0000,67100000.0000,0.8,0.732,1.543,1.262,25,0.394,0.606,0.9410000000000000,0.062000000000000000,1.171,-0.109000000000000000,0.805,-0.95,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PHR,Công ty Cổ phần Cao su Phước Hòa,HSX,"Nhựa, cao su & sợi",Hóa chất,2023,3,8095,8224801318600.0,538050.0,135499198.0,6422661985200.0000,135499198.0000,1.098,1.073,0.89,1.243,26,-0.697,-0.482,0.5470000000000000,-0.087000000000000000,0.472,0.378000000000000000,-0.865,1.115,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VRE,Công ty Cổ phần Vincom Retail,HSX,Bất động sản,Bất động sản,2023,3,8095,65442770208000.0,6996550.0,2272318410.0,59307510501000.0000,2272318410.0000,0.732,1.111,1.187,1.224,27,-0.644,0.781,0.5800000000000000,0.092000000000000000,0.771,0.252000000000000000,0.054,0.785,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,HSX,Sản xuất bia,Thực phẩm và đồ uống,2023,3,8095,60280431484000.0,1010169.0,1282562372.0,92985771970000.0000,1282562372.0000,1.166,0.162,1.647,1.205,28,-1.486,-0.708,0.2590000000000000,-0.126000000000000000,0.366,-0.071000000000000000,-1.115,-0.733,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PGD,,,,,2023,3,8095,,,,3801496742400.0000,98997311.0000,0.407,0.96,1.558,1.186,29,-1.065,1.417,0.4380000000000000,0.258000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,HSX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2023,3,8095,17984016805450.0,9510644.0,679925021.0,14440234194000.0000,391334260.0000,0.746,1.168,0.92,1.167,30,0.276,-1.036,0.8650000000000000,-0.198000000000000000,0.586,-0.058000000000000000,-0.554,-0.609,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
REE,Công ty Cổ phần Cơ điện Lạnh,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,33745302059700.0,1175825.0,541658139.0,25830241004000.0000,408706345.0000,0.922,1.358,0.534,1.148,31,-0.565,-0.913,0.6150000000000000,-0.160000000000000000,0.59,0.051000000000000000,-0.519,0.093,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,HSX,Dịch vụ Máy tính,Công nghệ Thông tin,2023,3,8095,6474645242400.0,402579.0,232900908.0,7197625149600.0000,150577932.0000,1.017,1.111,0.638,1.129,32,-1.275,0.965,0.3440000000000000,0.132000000000000000,0.475,-0.085000000000000000,-0.853,-0.816,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VPI,Công ty Cổ phần Phát triển Bất động sản Văn Phú,HSX,Bất động sản,Bất động sản,2023,3,8095,19138964704600.0,2047466.0,320049577.0,12825979701000.0000,241999617.0000,1.641,0.998,0.089,1.11,33,-1.446,-0.564,0.2800000000000000,-0.102000000000000000,0.29,0.078000000000000000,-1.318,0.279,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DRI,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,UPCOM,"Nhựa, cao su & sợi",Hóa chất,2023,3,8095,1002840000000.0,1112676.0,73200000.0,519720000000.0000,73200000.0000,1.451,1.036,0.208,1.091,34,0.841,-0.872,1.1150000000000000,-0.156000000000000000,0.737,0.145000000000000000,-0.042,0.516,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
GSP,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,HSX,Vận tải Thủy,Hàng & Dịch vụ Công nghiệp,2023,3,8095,762942665000.0,172693.0,67517050.0,786772174500.0000,55799445.0000,1.03,0.922,0.727,1.072,35,0.526,0.524,0.9620000000000000,0.056000000000000000,1.198,-0.030000000000000000,0.912,-0.413,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CNG,Công ty Cổ phần CNG Việt Nam,HSX,Phân phối xăng dầu & khí đốt,"Điện, nước & xăng dầu khí đốt",2023,3,8095,828343432800.0,35928.0,35099298.0,1075793483700.0000,35099298.0000,0.502,1.017,1.157,1.053,36,-0.71,-1.098,0.5460000000000000,-0.218000000000000000,0.736,-0.142000000000000000,-0.054,-1.167,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,UPCOM,Thực phẩm,Thực phẩm và đồ uống,2023,3,8095,1604619611000.0,22400.0,32747339.0,1540642831200.0000,25936748.0000,1.478,1.055,0.119,1.034,37,-0.394,-0.728,0.6440000000000000,-0.128000000000000000,0.738,0.083000000000000000,-0.018,0.3,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,HSX,Vận tải hành khách & Du lịch,Du lịch và Giải trí,2023,3,8095,638377891200.0,101232.0,66497697.0,1003807999750.0000,63331735.0000,0.488,0.846,1.231,1.016,38,0.302,0.36,0.8740000000000000,0.024000000000000000,1.462,-0.102000000000000000,1.187,-0.867,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,10241058014100.0,18627.0,236241246.0,10276494201000.0000,236241246.0000,1.369,1.51,-0.49,0.997,39,-0.736,1.427,0.5350000000000000,0.258000000000000000,0.484,-0.163000000000000000,-0.805,-1.228,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
LIX,Công ty Cổ phần Bột Giặt LIX,HSX,Hàng cá nhân,Hàng cá nhân & Gia dụng,2023,3,8095,2021760000000.0,39640.0,64800000.0,1603800000000.0000,32400000.0000,1.681,-0.844,1.528,0.978,40,-0.815,0.76,0.5260000000000000,0.088000000000000000,0.486,0.138000000000000000,-0.793,0.485,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,HSX,Bất động sản,Bất động sản,2023,3,8095,32208012757800.0,4445462.0,941754759.0,24640112763900.0000,767604759.0000,0.651,1.415,0.282,0.959,41,-0.21,1.253,0.6900000000000000,0.220000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MVB,,,,,2023,3,8095,,,,1995000000000.0000,105000000.0000,1.315,-0.217,1.217,0.94,42,0.197,0.719,0.8410000000000000,0.078000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
OCH,Công ty Cổ phần One Capital Hospitality,HNX,Thực phẩm,Thực phẩm và đồ uống,2023,3,8095,1120000000000.0,43333.0,200000000.0,1480000000000.0000,200000000.0000,1.261,0.789,0.237,0.921,43,0.25,0.155,0.8630000000000000,0.000000000000000000,1.448,-0.100000000000000000,1.175,-0.857,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,HSX,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2023,3,8095,10565896496100.0,2211200.0,188340401.0,4094054982800.0000,105516881.0000,1.383,1.681,-0.786,0.902,44,-0.631,-1.139,0.5850000000000000,-0.228000000000000000,0.437,-0.081000000000000000,-0.948,-0.785,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VHM,Công ty Cổ phần Vinhomes,HSX,Bất động sản,Bất động sản,2023,3,8095,579966574964800.0,6512264.0,4107412004.0,198123720704000.0000,4354367488.0000,0.664,1.301,0.297,0.883,45,0.013,0.709,0.7930000000000000,0.075000000000000000,0.471,0.838000000000000000,-0.876,1.518,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BSA,Công ty Cổ phần Thủy điện Buôn Đôn,UPCOM,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,1370444987500.0,12261.0,66850975.0,1183262257500.0000,66850975.0000,0.949,0.694,0.504,0.864,46,-0.013,0.483,0.7880000000000000,0.046000000000000000,0.676,-0.028000000000000000,-0.244,-0.372,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,HSX,Vận tải Thủy,Hàng & Dịch vụ Công nghiệp,2023,3,8095,974373325200.0,451623.0,79866666.0,741162660480.0000,79866666.0000,1.003,0.238,0.875,0.845,47,1.328,1.202,1.5720000000000000,0.197000000000000000,1.263,-0.029000000000000000,1.008,-0.392,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NAF,Công ty Cổ phần Nafoods Group,HSX,Đồ uống & giải khát,Thực phẩm và đồ uống,2023,3,8095,3083572396800.0,773923.0,61181992.0,809025440000.0000,50564090.0000,0.936,1.225,-0.074,0.826,48,0.855,1.561,1.1180000000000000,0.401000000000000000,0.261,1.295000000000000000,-1.425,1.621,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VLB,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,UPCOM,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2023,3,8095,2172506040000.0,28033.0,46720560.0,1686612216000.0000,46720560.0000,0.447,0.105,1.439,0.807,49,-1.288,0.894,0.3350000000000000,0.114000000000000000,0.323,0.089000000000000000,-1.246,0.331,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VNM,Công ty Cổ phần Sữa Việt Nam,HSX,Thực phẩm,Thực phẩm và đồ uống,2023,3,8095,128323264323000.0,6187049.0,2089955445.0,155074694019000.0000,2089955445.0000,1.695,-1.091,1.38,0.788,50,-1.604,0.678,0.2030000000000000,0.070000000000000000,0.238,0.076000000000000000,-1.473,0.258,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DGW,Công ty Cổ phần Thế Giới Số,HSX,Phân phối hàng chuyên dụng,Bán lẻ,2023,3,8095,9842007150000.0,2967366.0,221168700.0,9673525194600.0000,167072974.0000,0.786,1.453,-0.341,0.769,51,-1.512,-0.441,0.2560000000000000,-0.082000000000000000,0.336,0.420000000000000000,-1.234,1.218,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,HSX,Vận tải Thủy,Hàng & Dịch vụ Công nghiệp,2023,3,8095,741594558100.0,89583.0,79314926.0,426504306500.0000,37087331.0000,1.085,1.643,-0.89,0.75,52,0.815,1.438,1.1040000000000000,0.280000000000000000,1.389,-0.285000000000000000,1.103,-1.507,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,UPCOM,Nhà cung cấp thiết bị,Hàng & Dịch vụ Công nghiệp,2023,3,8095,753452700000.0,13427.0,38638600.0,498437940000.0000,38638600.0000,-0.149,1.149,0.816,0.731,53,0.828,0.914,1.1090000000000000,0.118000000000000000,0.738,0.226000000000000000,-0.03,0.713,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VHC,Công ty Cổ phần Vĩnh Hoàn,HSX,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2023,3,8095,14005877121600.0,1311215.0,224453159.0,14468441828400.0000,183376956.0000,0.61,0.656,0.519,0.712,54,-0.762,-0.041,0.5330000000000000,-0.033000000000000000,0.707,0.262000000000000000,-0.149,0.847,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PVT,Tổng Công ty Cổ phần Vận tải Dầu khí,HSX,Vận tải Thủy,Hàng & Dịch vụ Công nghiệp,2023,3,8095,10878908090250.0,9935774.0,469931235.0,9159330261800.0000,323651246.0000,0.705,1.187,-0.163,0.693,55,-0.263,1.14,0.6750000000000000,0.165000000000000000,0.851,0.057000000000000000,0.268,0.155,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
GHC,Công ty Cổ phần Thủy điện Gia Lai,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2023,3,8095,1301186250000.0,15300.0,47662500.0,1243991250000.0000,47662500.0000,0.868,0.542,0.059,0.674,56,-0.026,-0.143,0.7850000000000000,-0.051000000000000000,0.829,-0.061000000000000000,0.173,-0.64,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,UPCOM,Máy công nghiệp,Hàng & Dịch vụ Công nghiệp,2023,3,8095,44116160000000.0,568398.0,1328800000.0,49830000000000.0000,1328800000.0000,-0.475,0.2,1.617,0.655,57,-0.802,-0.882,0.5290000000000000,-0.157000000000000000,0.61,-0.138000000000000000,-0.435,-1.146,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VNB,Công ty Cổ phần Sách Việt Nam,UPCOM,"Sách, ấn bản & sản phẩm văn hóa",Truyền thông,2023,3,8095,977687424000.0,20840.0,67894960.0,658581112000.0000,67894960.0000,-0.637,0.314,1.573,0.636,58,1.209,0.155,1.4800000000000000,0.000000000000000000,1.196,0.090000000000000000,0.9,0.341,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DCL,Công ty Cổ phần Dược phẩm Cửu Long,HSX,Dược phẩm,Y tế,2023,3,8095,2724430419000.0,595369.0,73041030.0,1654379329500.0000,73041030.0000,0.434,-0.199,0.964,0.617,59,0.184,-0.082,0.8390000000000000,-0.042000000000000000,0.457,1.748000000000000000,-0.888,1.673,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TVD,,,,,2023,3,8095,,,,620487523200.0000,44962864.0000,0.813,0.561,-0.178,0.598,60,0.881,0.504,1.1200000000000000,0.052000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PGC,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,HSX,Phân phối xăng dầu & khí đốt,"Điện, nước & xăng dầu khí đốt",2023,3,8095,835699097250.0,164172.0,60339285.0,971462488500.0000,60339285.0000,1.152,-0.35,0.386,0.579,61,0.237,-0.697,0.8510000000000000,-0.125000000000000000,1.047,-0.051000000000000000,0.543,-0.537,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CSV,Công ty Cổ phần Hóa chất Cơ bản miền Nam,HSX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2023,3,8095,2906147633000.0,970855.0,110499910.0,1905020000000.0000,44200000.0000,0.569,-0.692,1.306,0.56,62,-0.092,-0.585,0.7360000000000000,-0.106000000000000000,0.518,-0.125000000000000000,-0.733,-1.063,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PLX,Tập đoàn Xăng dầu Việt Nam,HSX,Sản xuất và Khai thác dầu khí,Dầu khí,2023,3,8095,50442511729500.0,6703601.0,1270592235.0,47647208812500.0000,1270592235.0000,-0.366,0.637,0.831,0.541,63,-0.828,0.904,0.5260000000000000,0.118000000000000000,0.521,0.180000000000000000,-0.721,0.589,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TEG,Công ty Cổ phần Trường Thành Energy Group,HSX,Bất động sản,Bất động sản,2023,3,8095,707926453320.0,15630.0,120806562.0,728065620000.0000,72806562.0000,0.027,0.808,0.193,0.522,64,0.71,0.699,1.0560000000000000,0.074000000000000000,1.811,0.135000000000000000,1.473,0.475,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
